index,Date,Location,Operator,AC Type,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Passenger to Crew Ratio,Survival Rate,Company,Primary Cause,Specific Reason,Incident Outcome,Operator Type,Aircraft Size,Severity Score
4340,2001-10-18,"Anchorage, Alaska",ERA Aviation - Air Taxi,Bell 206L,5.0,4.0,1.0,3.0,2.0,1.0,0.0,"the helicopter was flying very low because the pilot was not instrument rated. the skid hit the water followed by the tail rotor and the helicopter crashed. the pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water.",4.0,40.0,Bell Textron,TECHNICAL,Instrument Failure,Crashed,Commercial,Small,3.6
4341,2001-11-12,"Belle Harbor, Queens, New York",American Airlines,Airbus A-300-605R,260.0,251.0,9.0,260.0,251.0,9.0,5.0,"three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. the crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. after flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. the national transportation safety board has found that pilot error was the probable cause. sharply criticizing american airlines advanced aircraft maneuvering program, the board said that american airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistic and exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. in addition, because of its high sensitivity, the airbus a-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed.",27.89,0.0,Airbus,HUMAN_FACTOR,Pilot Error,Crashed,Commercial,Very Large,263.5
4342,2001-11-19,"Kalyazin, Russia",Charter - IRS Aero,Ilyushin 18V,27.0,18.0,9.0,27.0,18.0,9.0,0.0,residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. wreckage was spread over a 1.5 mile area. serious maintenance violations and operational procedures were discovered during the investigation of the accident.,2.0,0.0,Ilyushin,OPERATIONAL,Maintenance Related,Crashed,Commercial,Small,28.0
4343,2001-11-22,"Pittsburgh, Pennsylvania",Universal Jet Aviation,Learjet 25B,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"the cargo plane was not able to gain altitude, veered off the runway and crashed. the (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway.",0.0,0.0,Learjet,OPERATIONAL,Runway Related,Crashed,Commercial,Small,3.0
4344,2001-11-23,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),Antonov AN-28,17.0,14.0,3.0,2.0,2.0,0.0,0.0,the plane crashed into a marshy forested area about 2 kilometer short of its destination at kardla airport. several errors by the pilot.,4.67,88.24,Antonov,Unknown,Unknown,Crashed,Commercial,Small,2.12
4345,2001-11-24,"Birchwil, Switzerland",Crossair,BAE Avro RJ100,33.0,28.0,5.0,24.0,21.0,3.0,0.0,"the aircraft was flying through a mix of rain and snow on final approach, when it crashed in a wooded area, 5.5 miles from zurich airport where it was scheduled to land on runway 28.  at 22.03 the aircraft was descending to 4000 ft. on final approach.  at 22.05 the captain reported reaching the minimum descent altitude and stated he could see the ground. shortly after, the radio altimeter reported 500 ft. agl, followed by a ""minimum"" warning. a go-around was ordered, but it was too late and the aircraft struck trees and crashed. american pop singer, melanie thornton, 34, killed. maria serano serano and nathaly van het ende both 27, and members of the pop-music trio, passion fruit, also killed. the pilot had been working more than 13 hours when the accident took place and had also exceeded maximum duty several times in the days preceding the crash. a controlled flight into terrain caused by the captain deliberately descending below the minimum descent altitude without having the required visual contact with either the approach lights or the runway and the copilot making no attempt to prevent the continuation of the flight below the minimum descent altitude. the report revealed that the pilot had failed to perform correct navigation and landing procedures before, but no action had been taken by the airline.  the range of hills the plane crashed into was not marked in the jeppesen approach chart used by the crew, despite the hilly terrain the approach to runway 28 was not equipped with a minimum safe altitude warning (msaw) system, which triggers an alarm if a minimum safe altitude is violated, and the airport's means of determining visibility were inadequate for runway 28 and the visual minimums at the time of the accident were actually inappropriate for using the standard approach to runway 28.",5.6,27.27,Avro,OPERATIONAL,Runway Related,Crashed,Commercial,Small,24.73
4346,2001-11-27,"Port Harcourt, Nigeria",MK Airlines,Boeing 747-246F,13.0,0.0,13.0,1.0,0.0,1.0,0.0,"the cargo plane contacted the ground 700 meters short of the runway, broke in two and burned.",0.0,92.31,Boeing,OPERATIONAL,Runway Related,In-Flight Breakup,Commercial,Small,1.08
4347,2001-12-01,"Near Novaya Inya , Russia","Military - Russian, cargo",Ilyushin IL- 76TD,18.0,9.0,9.0,18.0,9.0,9.0,0.0,a fire broke out aboard the aircraft while en route at fl290. the crew was preparing for an emergency landing when two explosions tore apart the plane causing it to crash.,1.0,0.0,Ilyushin,OPERATIONAL,Landing Related,Emergency Landing,Military,Small,19.0
4348,2001-12-14,"Geti, Democratic Republic Congo",Eagle Air,Let 410A,6.0,4.0,2.0,6.0,4.0,2.0,0.0,the plane may have been shot down by allied democratic forces rebels.,2.0,0.0,Let,EXTERNAL,Shot Down,Shot Down By Enemy,Commercial,Small,7.0
4349,2001-12-16,"Near Medellin, Colombia",Heliandes,Let 410UVP-E,16.0,14.0,2.0,16.0,14.0,2.0,0.0,"the aircraft crashed into el silencio de el manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from medellin airport.",7.0,0.0,Let,Unknown,Unknown,Crashed,Commercial,Small,17.0
4350,2001-12-26,"Bremerhaven, Germany",BAL Bremerhaven Airline,Britten Norman BN-2B Trislander,9.0,8.0,1.0,8.0,7.0,1.0,0.0," the aircraft crashed into the weser river shortly after taking off from bremerhaven airport. three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries.",8.0,11.11,Britten-Norman,Unknown,Unknown,Crashed,Commercial,Small,8.89
4351,2002-01-04,"Birmingham, England",Agco Corp,Canadair CL-604,5.0,3.0,2.0,5.0,3.0,2.0,0.0,"after taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. failure of the crew to de-ice the wings before takeoff. possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors.",1.5,0.0,Canadair,WEATHER,Icing Conditions,In-Flight Breakup,Commercial,Small,6.0
4352,2002-01-09,"Shamsi AFB, Pakistan",Military - U.S. Air Force,Lockheed Hercules KC-130R,7.0,0.0,7.0,7.0,0.0,7.0,0.0,while on approach the aircraft struck a hill a few hundred feet short of runway in poor weather.,0.0,0.0,Lockheed Martin,WEATHER,Adverse Weather,Strucked,Military,Small,8.0
4353,2002-01-14,"Bilbao, Spain",Ibertrans Aérea,Embraer EMB-120 Brasilia,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"while descending, the cargo plane struck mount santa maria vieja, 35 km from the airport in fog and poor visibility.",0.0,0.0,Embraer,WEATHER,Poor Visibility (Fog),Strucked,Commercial,Small,4.0
4354,2002-01-15,"Chilpancingo, Mexico",Procuraduría General de la República,de Havilland DHC-6 Twin Otter 300,17.0,15.0,2.0,5.0,5.0,0.0,0.0,"during a landing attempt at chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. the government plane belonged to the general office of the judge advocate.",7.5,70.59,de Havilland Canada,OPERATIONAL,Runway Related,Strucked,Commercial,Small,5.29
4355,2002-01-16,"Near Solo, Indonesia",Garuda Indonesia Airlines,Boeing B-737-3Q8,62.0,54.0,8.0,1.0,0.0,1.0,0.0,"the aircraft suffered a flame out of both engines in torrential rains while on approach  to yogyakarta. the crew made an emergency landing in the bengawan solo river, in shallow water. the plane circled several times before diving in a steep course towards the river. the plane's left wing struck a river bank before it plunged into the water. the reason the crew flew into extreme weather was the heavy rain and hail was shadowed on the radar and blocked from radar view. in addition, the airplane had a partially failed battery which was exhausted by two attempts to restart the engines, producing a total electrical failure. a flight attendant drowned in the shallow water when she jumped from the plane.",6.75,98.39,Boeing,TECHNICAL,Electrical System Failure,Emergency Landing,Commercial,Medium,1.02
4356,2002-01-17,"Near La Bonita, Ecuador",Petroproducción,Fairchild FH-227E,26.0,21.0,5.0,26.0,21.0,5.0,0.0,"the plane crashed into del cerro el tigre mountain in the jungles of the amazon at an elevation of 14,700 ft.  the 35 minute flight was transporting oil workers to a remote oil field.",4.2,0.0,Fairchild Aircraft,Unknown,Unknown,Crashed,Commercial,Small,27.0
4357,2002-01-27,"Near Luena, Angola",Military - Angolan  Air Force,Antonov AN-12,40.0,34.0,6.0,5.0,3.0,2.0,0.0,crashed 2km short of the runway  from the luena airport while attempting to land in heavy rain.,5.67,87.5,Antonov,OPERATIONAL,Runway Related,Crashed,Military,Small,5.12
4358,2002-01-28,"Near Ipiales, Colombia",TAME,Boeing B-727-134,92.0,83.0,9.0,92.0,83.0,9.0,0.0,"the airliner crashed into the fogbound 15,721 ft. nevado de cumbal volcano, in the andes mountains, near the ecuador / colombian border. air traffic control lost contact with the plane as it circled into colombian territory to maneuver around snow capped mountain peaks and return to the ecuadorian border city of tulcán. the pilot's decision to initiate and continue the flight towards tulcán airport while below minimum meteorological conditions established in the company's standard operating procedure.  inadequate navigation and operation of the aircraft by the pilot in command consistent with entering the holding pattern at the tulcán ndb with a velocity of 230 knots indicated and with a bank angle of 15 degrees, exceeding the maximum limit of 180 knots stipulated throughout the procedure, and using a bank angle inferior to the recommended 25 to 30 degrees, thereby departing holding pattern obstacle protection, leading to a collision against the cumbal volcano.",9.22,0.0,Boeing,HUMAN_FACTOR,Procedural Error,Crashed,Commercial,Medium,93.0
4359,2002-02-12,"Near Khorramabed, Iran",Iran Air Tours,Tupolev TU-154,117.0,108.0,9.0,117.0,108.0,9.0,0.0,crashed against the side of a mountain in heavy fog in the sefid kouh mountain range while on approach to khorramabad. the plane was totally destroyed and scattered in small pieces across the mountain. pilot error.,12.0,0.0,Tupolev,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Large,118.0
4360,2002-02-15,"Monrovia, Liberia",Tiramavia,Antonov 12BP,10.0,3.0,7.0,1.0,0.0,1.0,0.0,the cargo plane crashed while attempting to make an emergency landing.,0.43,90.0,Antonov,OPERATIONAL,Landing Related,Crashed,Commercial,Small,1.1
4361,2002-02-21,"Lakhta, Russia",Military - Russian Navy,Antonov AN-26,20.0,12.0,8.0,17.0,12.0,5.0,0.0,"the plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway.",1.5,15.0,Antonov,WEATHER,Snow/Winter Conditions,Crashed,Military,Small,17.85
4362,2002-02-22,"Off Dumaguete, Philippines",Military - U.S. Army,MH-47 Chinook helicopter,10.0,4.0,6.0,10.0,4.0,6.0,0.0,"a helicopter ferrying u.s. troops in a counter-terrorism exercise, crashed into the sea, 30 minutes before its scheduled arrival at mactan island. the helicopter was flying in tandem with another u.s. army chinook when it crashed.",0.67,0.0,Other,Unknown,Unknown,Crashed,Military,Small,11.0
4363,2002-03-09,"Monte Rotondo, Italy",Svedijos Prekés,Antonov 2TP,3.0,1.0,2.0,3.0,1.0,2.0,0.0,"while en route the cargo plane impacted the side of a mountain at an altitude of 6,167 ft.  pilot error. the crew did not conform to the vfr that required a track change to maintain the required flight parameters and/or a diversion to a suitable alternate airport.",0.5,0.0,Antonov,HUMAN_FACTOR,Pilot Error,Unknown,Commercial,Small,4.0
4364,2002-03-14,"Near Placetas, Cuba",Charter - Aerotaxi,Antonov AN-2,17.0,15.0,2.0,17.0,15.0,2.0,0.0,"while en-route, 35 minutes into the flight, the bi-plane crashed near santa clara. the plane was seen spinning out of control before it hit the ground. a strong gust of wind, possibly a small tornado, tore off the top part of the left wing.",7.5,0.0,Antonov,WEATHER,Severe Wind Conditions,Crashed,Commercial,Small,18.0
